LED_0,LED_1,LED_2,LED_3,LED_4,LED_5,LED_6,LED_7,LED_8,LED_9,LED_10,LED_11,t
"1,0,0","4,0,0","2,0,0","3,0,0","0,34,0","0,33,0","0,45,0","0,39,0","0,0,50","0,0,36","0,0,41","0,0,31",114.55
"1,0,0","5,0,0","2,0,0","4,0,0","0,37,0","0,32,0","0,45,0","0,44,0","0,0,50","0,0,38","0,0,38","0,0,33",114.56666666666666
"1,0,0","4,0,0","2,0,0","4,0,0","0,31,0","0,32,0","0,57,0","0,57,0","0,0,52","0,0,39","0,0,42","0,0,37",114.58333333333333
"1,0,0","4,0,0","2,0,0","3,0,0","0,30,0","0,43,0","0,75,0","0,57,0","0,0,61","0,0,48","0,0,61","0,0,51",114.6
"1,0,0","6,0,0","2,0,0","3,0,0","0,27,0","0,44,0","0,83,0","0,61,0","0,0,58","0,0,43","0,0,62","0,0,55",114.61666666666666
"1,0,0","7,0,0","2,0,0","2,0,0","0,27,0","0,48,0","0,80,0","0,64,0","0,0,63","0,0,41","0,0,57","0,0,54",114.63333333333334
"0,0,0","5,0,0","1,0,0","2,0,0","0,27,0","0,54,0","0,77,0","0,59,0","0,0,57","0,0,39","0,0,61","0,0,55",114.65
"0,0,0","4,0,0","2,0,0","2,0,0","0,32,0","0,51,0","0,72,0","0,61,0","0,0,52","0,0,42","0,0,57","0,0,58",114.66666666666667
"0,0,0","3,0,0","2,0,0","2,0,0","0,35,0","0,44,0","0,63,0","0,55,0","0,0,53","0,0,38","0,0,57","0,0,64",114.68333333333334
"0,0,0","2,0,0","1,0,0","4,0,0","0,35,0","0,40,0","0,57,0","0,50,0","0,0,50","0,0,40","0,0,57","0,0,60",114.7
"0,0,0","3,0,0","1,0,0","4,0,0","0,30,0","0,36,0","0,55,0","0,51,0","0,0,47","0,0,39","0,0,55","0,0,57",114.71666666666667
"0,0,0","2,0,0","1,0,0","3,0,0","0,29,0","0,33,0","0,55,0","0,48,0","0,0,47","0,0,39","0,0,55","0,0,54",114.73333333333333
"0,0,0","2,0,0","1,0,0","3,0,0","0,30,0","0,32,0","0,58,0","0,48,0","0,0,49","0,0,38","0,0,49","0,0,47",114.75
"0,0,0","2,0,0","1,0,0","2,0,0","0,34,0","0,32,0","0,60,0","0,48,0","0,0,54","0,0,40","0,0,47","0,0,43",114.76666666666667
"0,0,0","2,0,0","1,0,0","4,0,0","0,41,0","0,31,0","0,76,0","0,49,0","0,0,60","0,0,41","0,0,48","0,0,44",114.78333333333333
"0,0,0","2,0,0","11,0,0","32,0,0","0,76,0","0,38,0","0,62,0","0,41,0","0,0,50","0,0,34","0,0,39","0,0,36",114.8
"0,0,0","9,0,0","33,0,0","48,0,0","0,61,0","0,31,0","0,53,0","0,38,0","0,0,42","0,0,29","0,0,33","0,0,29",114.81666666666666
"0,0,0","32,0,0","43,0,0","38,0,0","0,52,0","0,27,0","0,46,0","0,36,0","0,0,37","0,0,29","0,0,30","0,0,25",114.83333333333333
"1,0,0","40,0,0","35,0,0","30,0,0","0,48,0","0,25,0","0,43,0","0,35,0","0,0,37","0,0,26","0,0,29","0,0,24",114.85
"3,0,0","46,0,0","28,0,0","25,0,0","0,41,0","0,24,0","0,43,0","0,33,0","0,0,35","0,0,24","0,0,29","0,0,23",114.86666666666666
"10,0,0","37,0,0","22,0,0","21,0,0","0,35,0","0,23,0","0,49,0","0,36,0","0,0,34","0,0,25","0,0,30","0,0,24",114.88333333333334
"13,0,0","29,0,0","18,0,0","17,0,0","0,31,0","0,29,0","0,58,0","0,35,0","0,0,37","0,0,28","0,0,28","0,0,24",114.9
"12,0,0","23,0,0","16,0,0","15,0,0","0,29,0","0,28,0","0,69,0","0,37,0","0,0,36","0,0,27","0,0,29","0,0,24",114.91666666666667
"10,0,0","20,0,0","13,0,0","14,0,0","0,30,0","0,35,0","0,63,0","0,45,0","0,0,42","0,0,28","0,0,29","0,0,25",114.93333333333334
"9,0,0","17,0,0","11,0,0","15,0,0","0,30,0","0,38,0","0,55,0","0,53,0","0,0,46","0,0,31","0,0,36","0,0,25",114.95
"7,0,0","14,0,0","9,0,0","12,0,0","0,34,0","0,42,0","0,56,0","0,47,0","0,0,49","0,0,38","0,0,40","0,0,38",114.96666666666667
"6,0,0","13,0,0","8,0,0","10,0,0","0,29,0","0,44,0","0,63,0","0,47,0","0,0,52","0,0,40","0,0,49","0,0,48",114.98333333333333
"5,0,0","10,0,0","6,0,0","9,0,0","0,27,0","0,42,0","0,60,0","0,47,0","0,0,52","0,0,37","0,0,51","0,0,44",115.0
"4,0,0","11,0,0","6,0,0","8,0,0","0,34,0","0,47,0","0,59,0","0,41,0","0,0,55","0,0,35","0,0,49","0,0,39",115.01666666666667
"4,0,0","10,0,0","5,0,0","11,0,0","0,35,0","0,46,0","0,57,0","0,36,0","0,0,54","0,0,33","0,0,44","0,0,36",115.03333333333333
"4,0,0","9,0,0","7,0,0","9,0,0","0,35,0","0,47,0","0,63,0","0,38,0","0,0,51","0,0,31","0,0,40","0,0,35",115.05
"3,0,0","8,0,0","6,0,0","8,0,0","0,39,0","0,47,0","0,71,0","0,48,0","0,0,52","0,0,33","0,0,36","0,0,35",115.06666666666666
"16,0,0","20,0,0","17,0,0","8,0,0","0,44,0","0,48,0","0,71,0","0,52,0","0,0,53","0,0,35","0,0,39","0,0,34",115.08333333333333
"42,0,0","30,0,0","13,0,0","16,0,0","0,47,0","0,51,0","0,64,0","0,50,0","0,0,53","0,0,35","0,0,41","0,0,32",115.1
"33,0,0","28,0,0","10,0,0","12,0,0","0,45,0","0,46,0","0,67,0","0,47,0","0,0,54","0,0,36","0,0,44","0,0,31",115.11666666666666
"30,0,0","22,0,0","8,0,0","11,0,0","0,45,0","0,48,0","0,68,0","0,45,0","0,0,52","0,0,37","0,0,43","0,0,31",115.13333333333334
"24,0,0","26,0,0","7,0,0","12,0,0","0,40,0","0,45,0","0,59,0","0,58,0","0,0,48","0,0,36","0,0,46","0,0,33",115.15
"22,0,0","25,0,0","7,0,0","15,0,0","0,37,0","0,49,0","0,56,0","0,52,0","0,0,49","0,0,39","0,0,52","0,0,57",115.16666666666667
"19,0,0","22,0,0","12,0,0","23,0,0","0,35,0","0,48,0","0,53,0","0,50,0","0,0,57","0,0,39","0,0,50","0,0,49",115.18333333333334
"20,0,0","28,0,0","10,0,0","19,0,0","0,34,0","0,45,0","0,55,0","0,57,0","0,0,58","0,0,41","0,0,49","0,0,46",115.2
"26,0,0","28,0,0","13,0,0","17,0,0","0,32,0","0,45,0","0,55,0","0,63,0","0,0,58","0,0,42","0,0,48","0,0,47",115.21666666666667
"21,0,0","25,0,0","10,0,0","15,0,0","0,35,0","0,45,0","0,63,0","0,64,0","0,0,60","0,0,46","0,0,52","0,0,42",115.23333333333333
"16,0,0","21,0,0","9,0,0","12,0,0","0,33,0","0,53,0","0,71,0","0,61,0","0,0,55","0,0,45","0,0,47","0,0,38",115.25
"16,0,0","23,0,0","12,0,0","13,0,0","0,42,0","0,60,0","0,71,0","0,57,0","0,0,60","0,0,44","0,0,46","0,0,39",115.26666666666667
"14,0,0","21,0,0","16,0,0","16,0,0","0,49,0","0,78,0","0,65,0","0,65,0","0,0,64","0,0,45","0,0,45","0,0,37",115.28333333333333
"16,0,0","21,0,0","36,0,0","34,0,0","0,47,0","0,69,0","0,64,0","0,54,0","0,0,57","0,0,39","0,0,40","0,0,35",115.3
"13,0,0","21,0,0","34,0,0","27,0,0","0,38,0","0,61,0","0,61,0","0,53,0","0,0,51","0,0,38","0,0,38","0,0,34",115.31666666666666
"12,0,0","20,0,0","27,0,0","21,0,0","0,39,0","0,65,0","0,57,0","0,46,0","0,0,49","0,0,34","0,0,35","0,0,33",115.33333333333333
"10,0,0","21,0,0","27,0,0","18,0,0","0,41,0","0,75,0","0,54,0","0,46,0","0,0,46","0,0,37","0,0,37","0,0,33",115.35
"9,0,0","19,0,0","24,0,0","15,0,0","0,41,0","0,79,0","0,45,0","0,52,0","0,0,45","0,0,37","0,0,37","0,0,34",115.36666666666666
"8,0,0","18,0,0","19,0,0","14,0,0","0,41,0","0,76,0","0,43,0","0,53,0","0,0,44","0,0,38","0,0,36","0,0,35",115.38333333333334
"14,0,0","17,0,0","15,0,0","11,0,0","0,36,0","0,73,0","0,41,0","0,47,0","0,0,40","0,0,38","0,0,38","0,0,32",115.4
"11,0,0","17,0,0","13,0,0","12,0,0","0,32,0","0,66,0","0,38,0","0,40,0","0,0,38","0,0,36","0,0,37","0,0,31",115.41666666666667
"13,0,0","19,0,0","10,0,0","17,0,0","0,29,0","0,65,0","0,35,0","0,36,0","0,0,36","0,0,33","0,0,34","0,0,27",115.43333333333334
"11,0,0","19,0,0","13,0,0","20,0,0","0,30,0","0,61,0","0,40,0","0,32,0","0,0,33","0,0,31","0,0,30","0,0,26",115.45
"10,0,0","20,0,0","10,0,0","17,0,0","0,34,0","0,58,0","0,39,0","0,28,0","0,0,33","0,0,30","0,0,32","0,0,25",115.46666666666667
"10,0,0","19,0,0","13,0,0","15,0,0","0,33,0","0,53,0","0,41,0","0,31,0","0,0,35","0,0,30","0,0,35","0,0,29",115.48333333333333
"8,0,0","15,0,0","14,0,0","19,0,0","0,29,0","0,48,0","0,49,0","0,31,0","0,0,41","0,0,37","0,0,43","0,0,29",115.5
"7,0,0","19,0,0","11,0,0","15,0,0","0,29,0","0,50,0","0,44,0","0,29,0","0,0,47","0,0,46","0,0,46","0,0,31",115.51666666666667
"9,0,0","39,0,0","11,0,0","18,0,0","0,31,0","0,54,0","0,39,0","0,27,0","0,0,47","0,0,42","0,0,49","0,0,37",115.53333333333333
"10,0,0","32,0,0","8,0,0","15,0,0","0,27,0","0,53,0","0,37,0","0,25,0","0,0,43","0,0,39","0,0,44","0,0,35",115.55
"19,0,0","41,0,0","7,0,0","16,0,0","0,25,0","0,46,0","0,39,0","0,25,0","0,0,44","0,0,45","0,0,49","0,0,36",115.56666666666666
"16,0,0","44,0,0","5,0,0","18,0,0","0,21,0","0,45,0","0,37,0","0,22,0","0,0,43","0,0,45","0,0,48","0,0,36",115.58333333333333
"19,0,0","42,0,0","10,0,0","14,0,0","0,20,0","0,41,0","0,35,0","0,21,0","0,0,40","0,0,44","0,0,53","0,0,38",115.6
"24,0,0","37,0,0","8,0,0","23,0,0","0,24,0","0,37,0","0,37,0","0,23,0","0,0,38","0,0,45","0,0,52","0,0,43",115.61666666666666
"21,0,0","33,0,0","8,0,0","20,0,0","0,26,0","0,37,0","0,41,0","0,25,0","0,0,37","0,0,48","0,0,54","0,0,46",115.63333333333334
"34,0,0","27,0,0","7,0,0","18,0,0","0,24,0","0,45,0","0,36,0","0,25,0","0,0,43","0,0,52","0,0,53","0,0,56",115.65
"42,0,0","22,0,0","5,0,0","22,0,0","0,22,0","0,40,0","0,37,0","0,35,0","0,0,43","0,0,53","0,0,57","0,0,63",115.66666666666667
"36,0,0","17,0,0","7,0,0","18,0,0","0,21,0","0,36,0","0,41,0","0,33,0","0,0,49","0,0,55","0,0,65","0,0,69",115.68333333333334
"34,0,0","17,0,0","6,0,0","14,0,0","0,19,0","0,40,0","0,39,0","0,32,0","0,0,54","0,0,63","0,0,76","0,0,81",115.7
"0,0,0","51,0,0","75,0,0","50,0,0","0,133,0","0,190,0","0,255,0","0,159,0","0,0,255","0,0,255","0,0,218","0,0,154",115.71666666666667
"9,0,0","146,0,0","119,0,0","248,0,0","0,255,0","0,107,0","0,173,0","0,237,0","0,0,255","0,0,228","0,0,167","0,0,57",115.73333333333333
"80,0,0","167,0,0","216,0,0","255,0,0","0,152,0","0,22,0","0,95,0","0,45,0","0,0,12","0,0,10","0,0,54","0,0,57",115.75
"119,0,0","255,0,0","0,0,0","0,0,0","0,15,0","0,34,0","0,67,0","0,30,0","0,0,39","0,0,23","0,0,44","0,0,35",115.76666666666667
"0,0,0","200,0,0","0,0,0","0,0,0","0,8,0","0,39,0","0,73,0","0,58,0","0,0,64","0,0,50","0,0,33","0,0,71",115.78333333333333
"210,0,0","181,0,0","0,0,0","43,0,0","0,42,0","0,106,0","0,49,0","0,40,0","0,0,88","0,0,100","0,0,92","0,0,57",115.8
"86,0,0","15,0,0","50,0,0","1,0,0","0,38,0","0,36,0","0,69,0","0,16,0","0,0,92","0,0,105","0,0,123","0,0,115",115.81666666666666
"85,0,0","35,0,0","40,0,0","12,0,0","0,36,0","0,44,0","0,72,0","0,20,0","0,0,89","0,0,107","0,0,118","0,0,109",115.83333333333333
"68,0,0","45,0,0","54,0,0","10,0,0","0,39,0","0,52,0","0,78,0","0,28,0","0,0,85","0,0,108","0,0,115","0,0,106",115.85
"61,0,0","46,0,0","58,0,0","8,0,0","0,34,0","0,52,0","0,75,0","0,30,0","0,0,80","0,0,105","0,0,107","0,0,101",115.86666666666666
"49,0,0","37,0,0","49,0,0","8,0,0","0,29,0","0,47,0","0,66,0","0,39,0","0,0,82","0,0,104","0,0,107","0,0,98",115.88333333333334
"50,0,0","31,0,0","52,0,0","8,0,0","0,25,0","0,45,0","0,57,0","0,38,0","0,0,87","0,0,101","0,0,99","0,0,98",115.9
"5,0,0","25,0,0","46,0,0","3,0,0","0,213,0","0,96,0","0,67,0","0,114,0","0,0,211","0,0,147","0,0,173","0,0,171",115.91666666666667
"142,0,0","63,0,0","0,0,0","29,0,0","0,138,0","0,82,0","0,59,0","0,58,0","0,0,255","0,0,174","0,0,127","0,0,190",115.93333333333334
"124,0,0","53,0,0","0,0,0","30,0,0","0,111,0","0,104,0","0,64,0","0,71,0","0,0,249","0,0,158","0,0,110","0,0,162",115.95
"99,0,0","42,0,0","2,0,0","24,0,0","0,91,0","0,110,0","0,77,0","0,78,0","0,0,233","0,0,136","0,0,102","0,0,144",115.96666666666667
"79,0,0","35,0,0","1,0,0","19,0,0","0,80,0","0,106,0","0,73,0","0,78,0","0,0,203","0,0,123","0,0,95","0,0,134",115.98333333333333
"66,0,0","29,0,0","5,0,0","23,0,0","0,77,0","0,96,0","0,68,0","0,78,0","0,0,180","0,0,115","0,0,115","0,0,139",116.0
"0,0,0","132,0,0","148,0,0","248,0,0","0,221,0","0,86,0","0,123,0","0,152,0","0,0,102","0,0,155","0,0,234","0,0,136",116.01666666666667
"28,0,0","160,0,0","157,0,0","211,0,0","0,179,0","0,81,0","0,102,0","0,123,0","0,0,88","0,0,130","0,0,197","0,0,116",116.03333333333333
"22,0,0","128,0,0","135,0,0","184,0,0","0,146,0","0,68,0","0,83,0","0,99,0","0,0,74","0,0,113","0,0,169","0,0,105",116.05
"21,0,0","102,0,0","108,0,0","147,0,0","0,118,0","0,61,0","0,81,0","0,99,0","0,0,67","0,0,99","0,0,149","0,0,97",116.06666666666666
"0,0,0","0,0,0","0,0,0","0,0,0","0,21,0","0,246,0","0,255,0","0,255,0","0,0,160","0,0,122","0,0,79","0,0,71",116.08333333333333
"45,0,0","59,0,0","12,0,0","77,0,0","0,255,0","0,251,0","0,255,0","0,192,0","0,0,255","0,0,255","0,0,255","0,0,255",116.1
"172,0,0","145,0,0","168,0,0","255,0,0","0,255,0","0,127,0","0,75,0","0,120,0","0,0,50","0,0,34","0,0,70","0,0,13",116.11666666666666
"195,0,0","135,0,0","153,0,0","255,0,0","0,241,0","0,116,0","0,79,0","0,109,0","0,0,43","0,0,31","0,0,57","0,0,13",116.13333333333334
"156,0,0","108,0,0","123,0,0","246,0,0","0,194,0","0,96,0","0,84,0","0,109,0","0,0,46","0,0,35","0,0,61","0,0,30",116.15
"124,0,0","86,0,0","98,0,0","196,0,0","0,157,0","0,89,0","0,87,0","0,103,0","0,0,48","0,0,36","0,0,64","0,0,44",116.16666666666667
"99,0,0","69,0,0","78,0,0","157,0,0","0,129,0","0,80,0","0,80,0","0,85,0","0,0,46","0,0,46","0,0,67","0,0,62",116.18333333333334
"79,0,0","62,0,0","78,0,0","134,0,0","0,116,0","0,77,0","0,75,0","0,80,0","0,0,49","0,0,59","0,0,80","0,0,74",116.2
"105,0,0","99,0,0","84,0,0","107,0,0","0,100,0","0,75,0","0,75,0","0,68,0","0,0,42","0,0,53","0,0,74","0,0,67",116.21666666666667
"84,0,0","83,0,0","72,0,0","100,0,0","0,80,0","0,67,0","0,62,0","0,60,0","0,0,40","0,0,50","0,0,71","0,0,62",116.23333333333333
"70,0,0","66,0,0","58,0,0","80,0,0","0,67,0","0,55,0","0,51,0","0,49,0","0,0,37","0,0,44","0,0,60","0,0,56",116.25
"56,0,0","53,0,0","46,0,0","64,0,0","0,71,0","0,69,0","0,46,0","0,42,0","0,0,36","0,0,42","0,0,55","0,0,56",116.26666666666667
"8,0,0","4,0,0","0,0,0","0,0,0","0,118,0","0,167,0","0,200,0","0,156,0","0,0,171","0,0,153","0,0,171","0,0,147",116.28333333333333
"255,0,0","154,0,0","55,0,0","195,0,0","0,255,0","0,159,0","0,50,0","0,123,0","0,0,64","0,0,73","0,0,36","0,0,44",116.3
"255,0,0","255,0,0","255,0,0","174,0,0","0,20,0","0,7,0","0,22,0","0,4,0","0,0,26","0,0,1","0,0,30","0,0,25",116.31666666666666
"66,0,0","255,0,0","0,0,0","0,0,0","0,9,0","0,26,0","0,28,0","0,0,0","0,0,14","0,0,20","0,0,35","0,0,34",116.33333333333333
"53,0,0","255,0,0","0,0,0","0,0,0","0,9,0","0,24,0","0,23,0","0,2,0","0,0,16","0,0,21","0,0,36","0,0,37",116.35
"147,0,0","237,0,0","42,0,0","4,0,0","0,8,0","0,23,0","0,35,0","0,12,0","0,0,31","0,0,34","0,0,46","0,0,58",116.36666666666666
"255,0,0","2,0,0","0,0,0","38,0,0","0,66,0","0,43,0","0,19,0","0,66,0","0,0,39","0,0,46","0,0,61","0,0,48",116.38333333333334
"217,0,0","0,0,0","71,0,0","0,0,0","0,34,0","0,34,0","0,30,0","0,38,0","0,0,40","0,0,49","0,0,63","0,0,50",116.4
"41,0,0","21,0,0","2,0,0","4,0,0","0,20,0","0,37,0","0,29,0","0,13,0","0,0,50","0,0,41","0,0,47","0,0,51",116.41666666666667
"37,0,0","25,0,0","5,0,0","4,0,0","0,17,0","0,32,0","0,31,0","0,13,0","0,0,52","0,0,41","0,0,49","0,0,49",116.43333333333334
"30,0,0","20,0,0","6,0,0","8,0,0","0,18,0","0,33,0","0,34,0","0,20,0","0,0,51","0,0,45","0,0,57","0,0,56",116.45
"24,0,0","24,0,0","10,0,0","8,0,0","0,20,0","0,45,0","0,49,0","0,30,0","0,0,63","0,0,58","0,0,72","0,0,72",116.46666666666667
"54,0,0","19,0,0","8,0,0","8,0,0","0,26,0","0,43,0","0,52,0","0,43,0","0,0,84","0,0,70","0,0,93","0,0,92",116.48333333333333
"43,0,0","15,0,0","16,0,0","17,0,0","0,30,0","0,56,0","0,57,0","0,65,0","0,0,121","0,0,82","0,0,100","0,0,97",116.5
"36,0,0","23,0,0","13,0,0","13,0,0","0,32,0","0,73,0","0,73,0","0,89,0","0,0,144","0,0,104","0,0,109","0,0,101",116.51666666666667
"16,0,0","50,0,0","0,0,0","2,0,0","0,22,0","0,255,0","0,255,0","0,255,0","0,0,106","0,0,127","0,0,64","0,0,144",116.53333333333333
"18,0,0","40,0,0","0,0,0","2,0,0","0,22,0","0,255,0","0,255,0","0,255,0","0,0,101","0,0,125","0,0,70","0,0,131",116.55
"15,0,0","33,0,0","1,0,0","2,0,0","0,22,0","0,247,0","0,255,0","0,255,0","0,0,109","0,0,128","0,0,68","0,0,112",116.56666666666666
"12,0,0","26,0,0","1,0,0","5,0,0","0,20,0","0,233,0","0,255,0","0,255,0","0,0,116","0,0,126","0,0,67","0,0,103",116.58333333333333
"11,0,0","21,0,0","1,0,0","4,0,0","0,23,0","0,219,0","0,255,0","0,255,0","0,0,124","0,0,127","0,0,64","0,0,86",116.6
"10,0,0","17,0,0","1,0,0","3,0,0","0,31,0","0,210,0","0,248,0","0,255,0","0,0,126","0,0,120","0,0,58","0,0,79",116.61666666666666
"8,0,0","14,0,0","1,0,0","2,0,0","0,37,0","0,198,0","0,216,0","0,224,0","0,0,132","0,0,114","0,0,57","0,0,70",116.63333333333334
"7,0,0","12,0,0","1,0,0","10,0,0","0,54,0","0,172,0","0,183,0","0,220,0","0,0,120","0,0,96","0,0,56","0,0,64",116.65
"24,0,0","32,0,0","90,0,0","104,0,0","0,140,0","0,40,0","0,127,0","0,87,0","0,0,125","0,0,87","0,0,214","0,0,166",116.66666666666667
"255,0,0","114,0,0","0,0,0","0,0,0","0,0,0","0,21,0","0,39,0","0,7,0","0,0,46","0,0,30","0,0,51","0,0,67",116.68333333333334
"255,0,0","130,0,0","0,0,0","0,0,0","0,6,0","0,6,0","0,20,0","0,11,0","0,0,27","0,0,23","0,0,22","0,0,7",116.7
"24,0,0","127,0,0","0,0,0","53,0,0","0,30,0","0,25,0","0,27,0","0,24,0","0,0,34","0,0,32","0,0,28","0,0,30",116.71666666666667
"80,0,0","34,0,0","19,0,0","103,0,0","0,52,0","0,59,0","0,77,0","0,69,0","0,0,55","0,0,44","0,0,40","0,0,46",116.73333333333333
"77,0,0","0,0,0","38,0,0","93,0,0","0,80,0","0,38,0","0,59,0","0,52,0","0,0,82","0,0,121","0,0,151","0,0,99",116.75
"0,0,0","103,0,0","0,0,0","0,0,0","0,61,0","0,32,0","0,88,0","0,104,0","0,0,40","0,0,83","0,0,108","0,0,78",116.76666666666667
"44,0,0","19,0,0","31,0,0","23,0,0","0,27,0","0,55,0","0,36,0","0,13,0","0,0,63","0,0,58","0,0,34","0,0,29",116.78333333333333
"35,0,0","18,0,0","24,0,0","19,0,0","0,27,0","0,45,0","0,32,0","0,13,0","0,0,60","0,0,53","0,0,33","0,0,28",116.8
"31,0,0","19,0,0","19,0,0","15,0,0","0,23,0","0,36,0","0,26,0","0,11,0","0,0,55","0,0,45","0,0,30","0,0,24",116.81666666666666
"0,0,0","0,0,0","0,0,0","110,0,0","0,4,0","0,39,0","0,38,0","0,39,0","0,0,95","0,0,80","0,0,64","0,0,91",116.83333333333333
"0,0,0","0,0,0","33,0,0","29,0,0","0,162,0","0,231,0","0,255,0","0,183,0","0,0,255","0,0,255","0,0,255","0,0,255",116.85
"29,0,0","37,0,0","27,0,0","90,0,0","0,157,0","0,204,0","0,223,0","0,154,0","0,0,255","0,0,255","0,0,255","0,0,255",116.86666666666666
"50,0,0","62,0,0","24,0,0","117,0,0","0,126,0","0,172,0","0,180,0","0,124,0","0,0,217","0,0,226","0,0,255","0,0,255",116.88333333333334
"40,0,0","52,0,0","25,0,0","107,0,0","0,103,0","0,139,0","0,149,0","0,103,0","0,0,181","0,0,188","0,0,222","0,0,223",116.9
"43,0,0","41,0,0","20,0,0","86,0,0","0,83,0","0,112,0","0,123,0","0,87,0","0,0,157","0,0,166","0,0,197","0,0,199",116.91666666666667
"34,0,0","33,0,0","16,0,0","70,0,0","0,68,0","0,92,0","0,105,0","0,72,0","0,0,142","0,0,147","0,0,176","0,0,191",116.93333333333334
"134,0,0","80,0,0","24,0,0","0,0,0","0,72,0","0,87,0","0,177,0","0,66,0","0,0,154","0,0,80","0,0,131","0,0,86",116.95
"255,0,0","254,0,0","57,0,0","4,0,0","0,40,0","0,24,0","0,44,0","0,52,0","0,0,34","0,0,45","0,0,65","0,0,64",116.96666666666667
"106,0,0","0,0,0","0,0,0","6,0,0","0,25,0","0,41,0","0,43,0","0,5,0","0,0,48","0,0,39","0,0,47","0,0,31",116.98333333333333
"0,0,0","38,0,0","14,0,0","20,0,0","0,39,0","0,23,0","0,61,0","0,68,0","0,0,49","0,0,35","0,0,67","0,0,68",117.0
"0,0,0","40,0,0","0,0,0","14,0,0","0,19,0","0,45,0","0,44,0","0,55,0","0,0,47","0,0,24","0,0,55","0,0,26",117.01666666666667
"0,0,0","24,0,0","5,0,0","37,0,0","0,25,0","0,54,0","0,73,0","0,38,0","0,0,69","0,0,88","0,0,89","0,0,68",117.03333333333333
"0,0,0","34,0,0","17,0,0","40,0,0","0,53,0","0,62,0","0,40,0","0,108,0","0,0,62","0,0,113","0,0,160","0,0,146",117.05
"3,0,0","35,0,0","17,0,0","32,0,0","0,43,0","0,51,0","0,34,0","0,87,0","0,0,55","0,0,98","0,0,134","0,0,127",117.06666666666666
"2,0,0","44,0,0","14,0,0","25,0,0","0,34,0","0,40,0","0,30,0","0,70,0","0,0,44","0,0,79","0,0,107","0,0,101",117.08333333333333
"1,0,0","35,0,0","11,0,0","20,0,0","0,27,0","0,33,0","0,25,0","0,59,0","0,0,37","0,0,65","0,0,88","0,0,82",117.1
"1,0,0","28,0,0","9,0,0","16,0,0","0,23,0","0,31,0","0,23,0","0,52,0","0,0,36","0,0,58","0,0,75","0,0,71",117.11666666666666
"27,0,0","119,0,0","59,0,0","53,0,0","0,248,0","0,255,0","0,209,0","0,208,0","0,0,135","0,0,178","0,0,255","0,0,228",117.13333333333334
"255,0,0","255,0,0","93,0,0","100,0,0","0,67,0","0,49,0","0,33,0","0,9,0","0,0,37","0,0,26","0,0,23","0,0,58",117.15
"253,0,0","255,0,0","0,0,0","8,0,0","0,5,0","0,26,0","0,15,0","0,1,0","0,0,26","0,0,25","0,0,18","0,0,20",117.16666666666667
"202,0,0","255,0,0","0,0,0","11,0,0","0,6,0","0,33,0","0,19,0","0,4,0","0,0,27","0,0,27","0,0,21","0,0,23",117.18333333333334
"169,0,0","230,0,0","1,0,0","10,0,0","0,6,0","0,27,0","0,18,0","0,4,0","0,0,24","0,0,26","0,0,20","0,0,22",117.2
"50,0,0","0,0,0","0,0,0","0,0,0","0,89,0","0,206,0","0,211,0","0,199,0","0,0,255","0,0,255","0,0,255","0,0,255",117.21666666666667
"0,0,0","0,0,0","23,0,0","66,0,0","0,255,0","0,255,0","0,255,0","0,239,0","0,0,255","0,0,255","0,0,255","0,0,255",117.23333333333333
"255,0,0","154,0,0","255,0,0","129,0,0","0,4,0","0,0,0","0,6,0","0,11,0","0,0,14","0,0,10","0,0,20","0,0,18",117.25
"134,0,0","255,0,0","101,0,0","0,0,0","0,17,0","0,10,0","0,8,0","0,23,0","0,0,28","0,0,24","0,0,28","0,0,18",117.26666666666667
"0,0,0","255,0,0","0,0,0","37,0,0","0,15,0","0,3,0","0,36,0","0,21,0","0,0,12","0,0,13","0,0,44","0,0,51",117.28333333333333
"96,0,0","97,0,0","0,0,0","5,0,0","0,4,0","0,4,0","0,8,0","0,6,0","0,0,28","0,0,25","0,0,28","0,0,48",117.3
"255,0,0","0,0,0","0,0,0","0,0,0","0,19,0","0,26,0","0,37,0","0,8,0","0,0,29","0,0,25","0,0,45","0,0,32",117.31666666666666
"255,0,0","6,0,0","14,0,0","11,0,0","0,23,0","0,34,0","0,46,0","0,13,0","0,0,33","0,0,31","0,0,46","0,0,38",117.33333333333333
"232,0,0","7,0,0","13,0,0","9,0,0","0,19,0","0,32,0","0,38,0","0,15,0","0,0,32","0,0,33","0,0,47","0,0,38",117.35
"196,0,0","13,0,0","14,0,0","7,0,0","0,23,0","0,30,0","0,45,0","0,18,0","0,0,35","0,0,39","0,0,50","0,0,36",117.36666666666666
"157,0,0","19,0,0","15,0,0","6,0,0","0,25,0","0,28,0","0,49,0","0,23,0","0,0,35","0,0,40","0,0,54","0,0,35",117.38333333333334
"140,0,0","24,0,0","19,0,0","12,0,0","0,27,0","0,32,0","0,47,0","0,22,0","0,0,35","0,0,37","0,0,54","0,0,35",117.4
"35,0,0","0,0,0","0,0,0","29,0,0","0,113,0","0,174,0","0,134,0","0,177,0","0,0,129","0,0,196","0,0,201","0,0,190",117.41666666666667
"66,0,0","184,0,0","0,0,0","137,0,0","0,148,0","0,251,0","0,193,0","0,246,0","0,0,132","0,0,193","0,0,228","0,0,242",117.43333333333334
